ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Age,Age_Group,Recency,Complain, MntWines , MntFruits , MntMeatProducts , MntFishProducts , MntSweetProducts , MntGoldProds ,NumDealsPurchases,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,Response_Total,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,,
1715,1978,Graduation,Together,"$25,851.00 ",1,0,11/2/13,48,46-55,45,0,$9.00 ,$4.00 ,$18.00 ,$7.00 ,$5.00 ,$5.00 ,2,0,0,0,0,0,0,0,2,0,3,7,,
1717,1988,Graduation,Single,"$39,747.00 ",1,0,4/13/14,38,36-45,43,0,$80.00 ,$15.00 ,$93.00 ,$20.00 ,$13.00 ,$52.00 ,3,0,0,0,0,0,0,0,5,1,4,8,,
1726,1970,Graduation,Single,"$22,585.00 ",0,0,3/18/13,56,56+,23,0,$3.00 ,$9.00 ,$15.00 ,$13.00 ,$2.00 ,$39.00 ,1,0,0,1,0,0,1,2,1,1,2,9,,
1729,1961,PhD,Together,"$66,426.00 ",0,1,2/10/13,65,56+,14,0,"$1,043.00 ",$24.00 ,$97.00 ,$32.00 ,$24.00 ,$157.00 ,2,0,0,0,0,0,0,0,3,5,10,6,,
1734,1968,PhD,Together,"$40,706.00 ",2,1,1/17/13,58,56+,37,0,$59.00 , $-   ,$11.00 ,$4.00 ,$2.00 ,$5.00 ,4,0,0,0,0,0,0,0,3,0,4,7,,
1740,1944,Graduation,Married,"$55,956.00 ",0,0,7/4/14,82,56+,22,0,$760.00 ,$38.00 ,$104.00 ,$50.00 ,$9.00 ,$38.00 ,2,0,0,0,1,0,0,1,7,3,4,4,,
1743,1974,Graduation,Single,"$69,719.00 ",0,0,5/26/14,52,46-55,99,0,$273.00 ,$86.00 ,$208.00 ,$177.00 ,$14.00 ,$43.00 ,1,0,0,0,0,0,0,0,2,3,5,1,,
1744,1965,Basic,Single,"$23,529.00 ",0,1,7/1/13,61,56+,67,0,$9.00 ,$7.00 ,$13.00 ,$3.00 ,$2.00 ,$20.00 ,1,0,0,0,0,0,0,0,1,1,2,6,,
1745,1962,PhD,Divorced,"$85,696.00 ",0,0,3/5/13,64,56+,88,0,$714.00 ,$76.00 ,$395.00 ,$116.00 , $-   ,$12.00 ,1,0,0,0,0,0,1,1,4,6,9,1,,
1755,1988,2n Cycle,Together,"$45,204.00 ",1,0,11/4/14,38,36-45,93,0,$30.00 ,$11.00 ,$25.00 ,$29.00 ,$1.00 ,$18.00 ,1,0,0,0,0,0,0,0,1,1,4,3,,
1763,1988,Graduation,Together,"$87,679.00 ",0,0,7/27/13,38,36-45,62,0,"$1,259.00 ",$172.00 ,$815.00 ,$97.00 ,$148.00 ,$33.00 ,1,1,0,1,0,1,1,4,7,11,10,4,,
1764,1975,Graduation,Single,"$33,955.00 ",1,0,9/8/13,51,46-55,92,0,$100.00 ,$2.00 ,$128.00 ,$23.00 ,$7.00 ,$10.00 ,4,0,0,0,0,0,0,0,5,1,5,8,,
1772,1975,PhD,Married,"$79,174.00 ",0,0,11/1/13,51,46-55,2,0,"$1,074.00 ",$37.00 ,$518.00 ,$193.00 ,$92.00 ,$129.00 ,1,1,0,0,0,1,1,3,5,6,7,2,,
1773,1978,2n Cycle,Married,"$12,393.00 ",0,0,4/12/12,48,46-55,38,0,$5.00 ,$6.00 ,$15.00 ,$11.00 ,$7.00 ,$13.00 ,1,0,0,0,0,0,0,0,2,0,3,9,,
1777,1980,Basic,Married,"$25,965.00 ",0,0,7/9/12,46,46-55,29,0,$2.00 ,$2.00 ,$11.00 ,$41.00 ,$7.00 ,$11.00 ,1,0,0,0,0,0,0,0,2,0,3,8,,
1802,1971,Graduation,Married,"$64,795.00 ",0,1,1/17/13,55,46-55,23,0,$412.00 ,$5.00 ,$119.00 ,$38.00 ,$29.00 ,$77.00 ,3,0,0,0,0,0,0,0,3,3,12,2,,
1818,1971,PhD,Together,"$29,732.00 ",1,0,3/25/14,55,46-55,23,0,$25.00 , $-   ,$8.00 , $-   ,$1.00 ,$4.00 ,1,0,0,0,0,0,0,0,2,0,2,9,,
1826,1970,Graduation,Divorced,"$84,835.00 ",0,0,6/16/14,56,56+,0,0,$189.00 ,$104.00 ,$379.00 ,$111.00 ,$189.00 ,$218.00 ,1,0,0,0,0,0,1,1,4,4,6,1,,
1829,1961,PhD,Divorced,"$54,959.00 ",0,1,1/19/13,65,56+,55,0,"$1,148.00 ", $-   ,$60.00 , $-   , $-   ,$24.00 ,3,0,0,0,1,0,1,2,9,5,4,7,,
1833,1974,PhD,Single,"$39,190.00 ",1,0,4/26/14,52,46-55,91,0,$68.00 ,$8.00 ,$18.00 ,$19.00 ,$8.00 ,$12.00 ,2,0,0,0,0,0,0,0,2,1,4,5,,
1834,1978,Master,Single,"$35,544.00 ",1,0,8/3/14,48,46-55,77,0,$30.00 ,$5.00 ,$23.00 ,$4.00 ,$1.00 ,$4.00 ,1,0,0,0,0,0,0,0,2,0,3,7,,
1839,1974,Graduation,Single,"$43,322.00 ",0,0,4/21/14,52,46-55,25,0,$56.00 ,$7.00 ,$48.00 ,$10.00 ,$2.00 ,$18.00 ,1,0,0,0,0,0,0,0,3,0,4,7,,
1857,1952,Graduation,Single,"$47,139.00 ",1,1,6/3/14,74,56+,2,0,$46.00 , $-   ,$12.00 , $-   ,$2.00 ,$23.00 ,2,0,0,0,0,0,1,1,2,1,2,7,,
1859,1972,Master,Married,"$75,251.00 ",0,0,8/27/12,54,46-55,34,0,$721.00 ,$111.00 ,$925.00 ,$97.00 ,$18.00 ,$18.00 ,1,0,0,0,0,0,1,1,7,6,5,5,,
1867,1957,Graduation,Single,"$64,849.00 ",0,0,11/13/12,69,56+,42,0,$652.00 ,$48.00 ,$350.00 ,$94.00 ,$84.00 ,$108.00 ,1,0,0,0,0,0,1,1,9,3,6,5,,
1876,1990,Graduation,Married,"$18,929.00 ",0,0,2/16/13,36,36-45,15,0,$32.00 , $-   ,$8.00 ,$23.00 ,$4.00 ,$18.00 ,1,0,0,0,0,0,0,0,1,0,4,6,,
1878,1985,2n Cycle,Married,"$23,148.00 ",0,0,2/18/14,41,36-45,83,0,$4.00 ,$6.00 ,$8.00 ,$6.00 ,$3.00 ,$10.00 ,1,0,0,0,0,0,0,0,2,0,3,7,,
1880,1959,PhD,Together,"$53,537.00 ",1,1,1/30/14,67,56+,17,0,$81.00 , $-   ,$6.00 , $-   , $-   ,$6.00 ,2,0,0,0,0,0,0,0,2,1,3,5,,
1890,1971,2n Cycle,Together,"$42,033.00 ",1,1,9/19/12,55,46-55,95,0,$11.00 ,$1.00 ,$4.00 ,$2.00 , $-   ,$7.00 ,1,0,0,0,0,0,0,0,1,0,2,7,,
1891,1980,Master,Divorced,"$78,789.00 ",0,0,8/8/12,46,46-55,12,0,$667.00 ,$50.00 ,$850.00 ,$21.00 ,$83.00 ,$83.00 ,1,0,0,0,0,0,1,1,4,6,5,2,,
1907,1950,Master,Divorced,"$63,120.00 ",0,1,9/28/12,76,56+,53,0,$965.00 ,$69.00 ,$279.00 ,$54.00 ,$41.00 ,$69.00 ,5,0,0,0,0,0,1,1,8,4,9,7,,
1911,1987,Graduation,Together,"$67,430.00 ",0,0,5/9/12,39,36-45,6,0,$595.00 ,$97.00 ,$291.00 ,$127.00 ,$133.00 ,$121.00 ,1,0,0,0,0,0,0,0,11,5,12,6,,
1915,1951,PhD,Married,"$78,939.00 ",0,0,12/12/13,75,56+,57,0,$794.00 ,$115.00 ,$243.00 ,$150.00 , $-   ,$205.00 ,1,0,0,0,0,0,0,0,8,5,6,3,,
1916,1954,Master,Married,"$45,736.00 ",0,1,7/24/13,72,56+,92,0,$188.00 ,$3.00 ,$180.00 ,$20.00 ,$3.00 ,$43.00 ,5,0,0,0,0,0,0,0,7,1,6,7,,
1920,1972,Graduation,Married,"$40,321.00 ",1,1,7/29/13,54,46-55,59,0,$44.00 ,$4.00 ,$21.00 ,$6.00 , $-   ,$27.00 ,2,0,0,0,0,0,0,0,3,0,3,7,,
1921,1967,PhD,Married,"$59,062.00 ",2,1,3/10/13,59,56+,74,0,$46.00 ,$1.00 ,$12.00 ,$3.00 , $-   ,$9.00 ,2,0,0,0,0,0,0,0,2,0,3,4,,
1927,1973,2n Cycle,Together,"$69,401.00 ",0,1,3/23/14,53,46-55,41,0,$399.00 ,$27.00 ,$159.00 ,$58.00 ,$8.00 ,$39.00 ,4,0,0,0,0,0,0,0,4,4,5,2,,
1928,1973,Graduation,Married,"$31,814.00 ",1,0,9/2/13,53,46-55,73,0,$35.00 ,$3.00 ,$20.00 ,$4.00 ,$1.00 ,$20.00 ,2,0,0,1,0,0,0,1,2,0,3,9,,
1940,1986,Graduation,Married,"$25,252.00 ",1,0,12/7/13,40,36-45,26,0,$1.00 ,$3.00 ,$4.00 ,$2.00 ,$2.00 ,$6.00 ,1,0,0,0,0,0,0,0,1,0,2,8,,
1945,1962,Graduation,Married,"$71,434.00 ",0,1,9/18/13,64,56+,4,0,$711.00 ,$36.00 ,$217.00 ,$172.00 ,$96.00 ,$168.00 ,3,1,0,0,1,0,0,2,7,4,7,4,,
1951,1981,Basic,Married,"$34,445.00 ",0,0,1/27/13,45,36-45,92,0,$228.00 ,$122.00 ,$122.00 ,$208.00 ,$129.00 ,$30.00 ,6,0,0,0,0,0,0,0,11,2,8,9,,
1958,1973,PhD,Together,"$55,012.00 ",0,1,3/21/14,53,46-55,85,0,$582.00 , $-   ,$65.00 , $-   , $-   ,$13.00 ,6,0,0,0,0,0,0,0,8,2,9,5,,
1964,1951,Graduation,Together,"$86,610.00 ",0,0,5/9/13,75,56+,66,0,$446.00 ,$107.00 ,$768.00 ,$33.00 ,$196.00 ,$53.00 ,1,0,0,0,0,0,0,0,5,6,6,2,,
1966,1965,PhD,Married,"$84,618.00 ",0,0,11/22/13,61,56+,96,0,$684.00 ,$100.00 ,$801.00 ,$21.00 ,$66.00 , $-   ,1,0,0,0,0,1,0,1,6,9,10,2,,
1968,1971,Graduation,Widow,"$45,684.00 ",1,0,2/12/13,55,46-55,37,0,$5.00 ,$1.00 ,$5.00 ,$10.00 , $-   ,$7.00 ,1,0,0,0,0,0,0,0,1,0,2,7,,
1970,1968,Master,Together,"$34,053.00 ",0,1,10/9/12,58,56+,14,0,$63.00 , $-   ,$21.00 ,$7.00 , $-   ,$12.00 ,1,0,0,0,0,0,0,0,3,0,3,8,,
1987,1987,Basic,Single,"$21,063.00 ",1,0,9/25/13,39,36-45,34,0,$1.00 ,$10.00 ,$11.00 ,$19.00 ,$3.00 ,$15.00 ,2,0,0,0,0,0,0,0,2,0,3,6,,
1990,1974,PhD,Single,"$63,159.00 ",0,0,5/11/12,52,46-55,74,0,$965.00 ,$34.00 ,$586.00 ,$89.00 ,$86.00 ,$37.00 ,1,0,0,1,0,0,0,1,3,5,8,3,,
1991,1967,Graduation,Together,"$44,931.00 ",0,1,1/18/14,59,56+,0,0,$78.00 , $-   ,$11.00 , $-   , $-   ,$7.00 ,1,0,0,0,0,0,0,0,2,1,3,5,,
1992,1964,Graduation,Married,"$60,597.00 ",0,1,1/1/14,62,56+,2,0,$522.00 , $-   ,$257.00 ,$32.00 ,$16.00 ,$66.00 ,4,1,0,0,0,0,1,2,2,2,8,7,,
1993,1949,PhD,Married,"$58,607.00 ",0,1,12/23/12,77,56+,63,0,$867.00 , $-   ,$86.00 , $-   , $-   ,$19.00 ,3,0,0,0,1,0,0,1,2,3,9,8,,
1994,1983,Graduation,Married,,1,0,11/15/13,43,36-45,11,0,$5.00 ,$5.00 ,$6.00 , $-   ,$2.00 ,$1.00 ,1,0,0,0,0,0,0,0,1,0,2,7,,
1998,1976,Graduation,Single,"$37,697.00 ",1,0,7/2/14,50,46-55,82,0,$34.00 ,$6.00 ,$21.00 ,$11.00 ,$4.00 ,$8.00 ,1,0,0,0,0,0,0,0,2,1,3,6,,
2002,1958,Graduation,Divorced,"$71,964.00 ",0,0,5/20/13,68,56+,81,0,$587.00 ,$51.00 ,$932.00 ,$180.00 ,$34.00 ,$86.00 ,1,0,0,0,0,0,0,0,5,6,5,3,,
2004,1969,Graduation,Single,"$72,679.00 ",0,1,9/18/13,57,56+,65,0,$619.00 ,$54.00 ,$260.00 ,$127.00 ,$54.00 ,$54.00 ,1,0,0,0,0,0,0,0,4,7,5,1,,
2005,1990,Graduation,Married,"$35,765.00 ",1,0,11/12/13,36,36-45,86,0,$22.00 ,$3.00 ,$30.00 , $-   ,$5.00 ,$15.00 ,2,0,0,0,0,0,0,0,2,0,4,6,,
2008,1978,Graduation,Married,"$77,583.00 ",0,0,10/2/14,48,46-55,93,0,$372.00 ,$23.00 ,$384.00 ,$250.00 ,$12.00 ,$108.00 ,1,1,0,0,0,0,0,1,4,5,9,2,,
2021,1975,Graduation,Married,"$61,456.00 ",0,1,3/27/13,51,46-55,47,0,$563.00 ,$76.00 ,$384.00 ,$84.00 ,$192.00 ,$89.00 ,4,0,0,0,0,0,0,0,6,10,13,4,,
2036,1973,PhD,Together,"$57,906.00 ",0,1,11/6/13,53,46-55,29,0,$243.00 ,$11.00 ,$119.00 ,$10.00 ,$3.00 ,$15.00 ,3,0,0,0,0,0,0,0,4,2,8,4,,
2055,1973,PhD,Divorced,"$35,860.00 ",1,1,5/19/14,53,46-55,37,0,$15.00 , $-   ,$8.00 ,$4.00 ,$2.00 ,$20.00 ,2,0,0,1,0,0,0,1,1,1,2,5,,
2061,1955,Graduation,Married,"$50,737.00 ",0,1,11/5/13,71,56+,61,0,$78.00 , $-   ,$11.00 , $-   , $-   ,$10.00 ,1,0,0,0,1,0,0,1,2,0,4,6,,
2066,1949,Graduation,Together,"$38,823.00 ",0,1,8/30/12,77,56+,56,0,$70.00 , $-   ,$11.00 ,$2.00 ,$8.00 ,$23.00 ,1,0,0,0,0,0,0,0,2,1,3,6,,
2072,1969,PhD,Together,"$53,374.00 ",0,1,8/16/12,57,56+,34,0,$896.00 ,$10.00 ,$101.00 ,$13.00 ,$10.00 ,$34.00 ,6,0,0,1,0,0,1,2,4,2,9,9,,
2075,1969,Graduation,Married,"$72,460.00 ",0,0,11/14/13,57,56+,56,0,$377.00 ,$10.00 ,$540.00 ,$80.00 ,$30.00 ,$10.00 ,1,0,0,0,0,0,0,0,3,5,7,1,,
2079,1947,2n Cycle,Married,"$81,044.00 ",0,0,12/27/13,79,56+,0,0,$450.00 ,$26.00 ,$535.00 ,$73.00 ,$98.00 ,$26.00 ,1,0,0,0,0,0,0,0,5,6,10,1,,
2088,1972,Graduation,Together,"$84,906.00 ",0,0,4/10/13,54,46-55,98,0,$997.00 ,$15.00 ,$414.00 ,$99.00 ,$30.00 ,$76.00 ,1,0,1,0,1,1,0,3,5,6,12,2,,
2098,1969,PhD,Married,"$33,581.00 ",2,0,8/1/13,57,56+,38,0,$11.00 , $-   ,$5.00 , $-   , $-   ,$1.00 ,1,0,0,0,0,0,0,0,1,0,2,8,,
2106,1974,2n Cycle,Married,"$20,130.00 ",0,0,3/17/14,52,46-55,99,0, $-   ,$6.00 ,$3.00 ,$7.00 ,$6.00 ,$12.00 ,1,0,0,0,0,0,0,0,1,0,3,8,,
2109,1990,Graduation,Single,"$96,843.00 ",0,0,4/23/13,36,36-45,60,0,$448.00 ,$71.00 ,$951.00 ,$40.00 ,$17.00 ,$17.00 ,1,0,0,0,0,1,1,2,6,11,10,2,,
2114,1946,PhD,Single,"$82,800.00 ",0,0,11/24/12,80,56+,23,0,"$1,006.00 ",$22.00 ,$115.00 ,$59.00 ,$68.00 ,$45.00 ,1,1,0,0,0,1,1,3,7,6,12,3,,
2115,1957,Graduation,Together,"$50,116.00 ",1,1,6/20/14,69,56+,68,0,$54.00 , $-   ,$10.00 , $-   , $-   ,$2.00 ,2,0,0,0,1,0,0,1,1,0,4,5,,
2118,1964,2n Cycle,Married,"$62,905.00 ",0,1,10/9/13,62,56+,68,0,$166.00 ,$75.00 ,$96.00 ,$119.00 ,$107.00 ,$59.00 ,3,0,0,0,0,0,0,0,7,2,8,4,,
2125,1959,Graduation,Divorced,"$63,033.00 ",0,0,11/15/13,67,56+,82,0,$194.00 ,$61.00 ,$480.00 ,$225.00 ,$112.00 ,$30.00 ,1,0,0,0,0,0,0,0,3,4,8,2,,
2130,1982,Graduation,Together,"$45,203.00 ",2,0,3/23/14,44,36-45,4,0,$35.00 ,$3.00 ,$67.00 ,$10.00 ,$8.00 ,$24.00 ,1,0,0,0,0,0,1,1,3,1,3,6,,
2131,1959,PhD,Divorced,"$62,859.00 ",0,1,12/30/12,67,56+,37,0,"$1,063.00 ",$89.00 ,$102.00 ,$16.00 ,$12.00 ,$25.00 ,4,0,0,0,0,0,0,0,9,4,6,6,,
2134,1952,Graduation,Single,"$53,700.00 ",0,1,8/17/12,74,56+,94,0,$263.00 ,$5.00 ,$233.00 ,$69.00 ,$41.00 ,$83.00 ,4,0,0,0,0,0,0,0,5,5,8,5,,
2139,1975,Master,Married,"$7,500.00 ",1,0,2/10/13,51,46-55,19,0,$3.00 ,$1.00 ,$10.00 ,$3.00 ,$2.00 ,$12.00 ,3,0,0,0,0,0,0,0,2,0,3,5,,
2147,1969,Graduation,Together,"$76,653.00 ",0,0,8/16/13,57,56+,91,0,$736.00 ,$63.00 ,$946.00 ,$219.00 ,$189.00 ,$126.00 ,1,1,0,0,0,1,0,2,4,7,11,2,,
2150,1958,PhD,Widow,"$80,995.00 ",0,1,11/5/13,68,56+,83,0,$860.00 ,$28.00 ,$409.00 ,$73.00 ,$56.00 ,$56.00 ,1,0,0,0,0,0,0,0,8,9,4,4,,
2154,1971,Graduation,Widow,"$30,372.00 ",1,1,12/25/12,55,46-55,33,0,$15.00 , $-   ,$12.00 ,$7.00 ,$3.00 ,$7.00 ,3,0,0,0,0,0,0,0,2,0,3,7,,
2156,1955,PhD,Married,"$22,554.00 ",1,1,3/11/12,71,56+,38,0,$27.00 , $-   ,$10.00 , $-   , $-   ,$4.00 ,4,0,0,0,0,0,0,0,2,0,4,5,,
2157,1972,Graduation,Together,"$26,290.00 ",1,1,12/1/13,54,46-55,49,0,$15.00 ,$8.00 ,$16.00 ,$11.00 ,$5.00 ,$22.00 ,4,0,0,0,0,0,0,0,2,0,4,6,,
2162,1976,Graduation,Married,"$56,939.00 ",0,1,9/18/13,50,46-55,19,0,$256.00 ,$34.00 ,$103.00 ,$90.00 ,$29.00 ,$49.00 ,2,0,0,0,0,0,0,0,3,3,10,3,,
2166,1960,2n Cycle,Widow,"$46,779.00 ",1,1,12/7/13,66,56+,55,0,$12.00 ,$1.00 ,$3.00 , $-   , $-   ,$7.00 ,1,0,0,0,0,0,0,0,0,1,2,4,,
2173,1952,Graduation,Widow,"$40,049.00 ",0,1,10/16/13,74,56+,23,0,$13.00 ,$6.00 ,$7.00 , $-   ,$3.00 ,$3.00 ,1,0,0,0,0,0,0,0,1,0,3,6,,
2174,1954,Graduation,Single,"$46,344.00 ",1,1,8/3/14,72,56+,38,0,$11.00 ,$1.00 ,$6.00 ,$2.00 ,$1.00 ,$6.00 ,2,0,0,0,0,0,0,0,1,1,2,5,,
2176,1972,Graduation,Married,"$80,134.00 ",1,0,5/20/13,54,46-55,40,0,"$1,218.00 ",$16.00 ,$272.00 ,$104.00 , $-   ,$80.00 ,2,1,0,0,1,1,1,4,5,3,6,6,,
2181,1970,Graduation,Married,"$70,617.00 ",0,0,6/23/13,56,56+,45,0,$353.00 ,$61.00 ,$753.00 ,$40.00 ,$46.00 ,$27.00 ,1,0,0,0,0,0,0,0,3,3,7,2,,
2186,1977,2n Cycle,Together,"$82,326.00 ",0,0,10/3/14,49,46-55,30,0,$938.00 ,$142.00 ,$754.00 ,$159.00 ,$81.00 ,$183.00 ,1,1,0,0,1,1,1,4,5,10,6,2,,
2202,1978,Graduation,Together,"$41,154.00 ",0,1,9/4/13,48,46-55,98,0,$44.00 ,$2.00 ,$11.00 ,$2.00 ,$3.00 ,$7.00 ,1,0,0,0,0,0,0,0,1,0,4,5,,
2217,1975,2n Cycle,Married,"$37,284.00 ",1,1,3/29/13,51,46-55,46,0,$11.00 ,$1.00 ,$2.00 ,$2.00 ,$1.00 ,$6.00 ,1,0,0,0,0,0,0,0,0,0,3,6,,
2223,1965,2n Cycle,Divorced,"$64,176.00 ",0,1,3/8/12,61,56+,52,0,"$1,215.00 ",$33.00 ,$249.00 ,$64.00 ,$116.00 ,$149.00 ,8,0,0,0,0,0,0,0,8,9,8,6,,
2225,1977,Graduation,Divorced,"$82,582.00 ",0,0,7/6/14,49,46-55,54,0,$510.00 ,$120.00 ,$550.00 ,$156.00 ,$40.00 ,$241.00 ,1,1,0,1,0,0,1,3,4,9,7,1,,
2227,1958,2n Cycle,Together,"$26,490.00 ",0,0,9/22/12,68,56+,92,0,$45.00 ,$47.00 ,$52.00 ,$21.00 ,$20.00 ,$25.00 ,2,0,0,0,0,0,0,0,3,1,5,6,,
2230,1970,PhD,Married,"$23,626.00 ",1,0,5/24/14,56,56+,84,0,$27.00 ,$2.00 ,$14.00 , $-   , $-   , $-   ,3,0,0,0,0,0,0,0,3,1,3,5,,
2245,1969,Master,Married,"$43,641.00 ",1,1,4/22/13,57,56+,50,0,$57.00 ,$2.00 ,$51.00 ,$4.00 ,$2.00 ,$23.00 ,3,0,0,0,0,0,0,0,2,1,4,6,,
2246,1965,2n Cycle,Married,"$46,891.00 ",0,1,1/9/13,61,56+,91,0,$43.00 ,$12.00 ,$23.00 ,$29.00 ,$15.00 ,$61.00 ,1,0,0,0,0,0,0,0,2,1,4,4,,
2253,1990,Graduation,Married,"$18,929.00 ",0,0,2/16/13,36,36-45,15,0,$32.00 , $-   ,$8.00 ,$23.00 ,$4.00 ,$18.00 ,1,0,0,0,0,0,0,0,1,0,4,6,,
2254,1983,Graduation,Married,"$69,520.00 ",0,0,7/7/13,43,36-45,95,0,$627.00 ,$120.00 ,$414.00 ,$121.00 ,$80.00 ,$93.00 ,1,0,0,0,0,0,0,0,9,6,5,5,,
2256,1973,Master,Married,"$27,159.00 ",1,1,3/29/14,53,46-55,33,0,$17.00 , $-   ,$3.00 , $-   , $-   ,$1.00 ,2,0,0,0,0,0,0,0,1,0,3,6,,
2258,1986,Graduation,Married,"$32,880.00 ",1,0,4/12/12,40,36-45,76,0,$8.00 ,$4.00 ,$15.00 ,$7.00 ,$6.00 ,$2.00 ,1,0,0,0,0,0,0,0,1,0,3,8,,
2261,1969,Graduation,Married,"$26,304.00 ",1,0,6/23/13,57,56+,5,0,$4.00 ,$1.00 ,$5.00 ,$2.00 , $-   ,$4.00 ,1,0,0,0,0,0,0,0,1,0,2,7,,
2262,1965,Master,Together,"$45,143.00 ",0,1,8/26/13,61,56+,74,0,$202.00 ,$5.00 ,$74.00 ,$11.00 ,$5.00 ,$14.00 ,3,0,0,0,0,0,0,0,6,1,5,7,,
2276,1955,Graduation,Single,"$57,959.00 ",0,1,2/5/13,71,56+,71,0,$430.00 ,$16.00 ,$322.00 ,$43.00 ,$24.00 ,$33.00 ,5,0,0,0,0,0,0,0,4,7,11,3,,
2278,1985,2n Cycle,Single,"$33,812.00 ",1,0,3/11/12,41,36-45,86,0,$4.00 ,$17.00 ,$19.00 ,$30.00 ,$24.00 ,$39.00 ,2,0,0,0,0,0,0,0,2,1,3,6,,
2281,1970,Graduation,Single,"$33,697.00 ",1,0,9/15/13,56,56+,34,0,$4.00 ,$3.00 ,$7.00 , $-   ,$3.00 ,$11.00 ,1,0,0,1,0,0,0,1,1,0,2,7,,
2285,1954,Master,Together,"$36,634.00 ",0,1,5/28/13,72,56+,0,0,$213.00 ,$9.00 ,$76.00 ,$4.00 ,$3.00 ,$30.00 ,3,0,0,0,0,0,0,0,5,2,5,7,,
2286,1962,Graduation,Single,"$50,785.00 ",1,1,10/9/13,64,56+,27,0,$64.00 ,$1.00 ,$21.00 , $-   ,$1.00 ,$27.00 ,2,0,0,0,0,0,0,0,2,1,3,6,,
2292,1985,Graduation,Single,"$22,327.00 ",1,0,2/8/13,41,36-45,94,0,$5.00 ,$4.00 ,$8.00 ,$2.00 , $-   ,$5.00 ,1,0,0,0,0,0,0,0,1,0,3,5,,
2295,1954,PhD,Married,"$62,670.00 ",0,1,2/2/14,72,56+,57,0,$539.00 ,$30.00 ,$92.00 ,$80.00 ,$46.00 ,$38.00 ,1,0,0,0,0,0,0,0,5,3,13,3,,
2296,1975,Master,Married,"$37,368.00 ",1,0,12/16/13,51,46-55,4,0,$3.00 ,$2.00 ,$11.00 ,$2.00 ,$2.00 ,$10.00 ,1,0,0,1,0,0,0,1,1,0,2,6,,
2304,1963,PhD,Together,"$66,313.00 ",0,1,9/16/13,63,56+,86,0,$625.00 ,$7.00 ,$99.00 ,$10.00 ,$22.00 ,$7.00 ,2,0,0,0,0,0,0,0,6,3,12,4,,
2308,1954,Graduation,Married,"$46,734.00 ",0,1,11/18/12,72,56+,40,0,$110.00 ,$5.00 ,$137.00 ,$26.00 ,$23.00 ,$29.00 ,2,0,0,0,0,0,0,0,6,1,5,7,,
2315,1960,Graduation,Divorced,"$58,401.00 ",0,1,4/20/14,66,56+,55,0,$10.00 , $-   ,$11.00 ,$17.00 ,$29.00 ,$29.00 ,1,0,0,0,0,0,0,0,1,2,2,4,,
2320,1978,2n Cycle,Married,"$47,025.00 ",0,1,12/9/13,48,46-55,98,0,$508.00 ,$11.00 ,$59.00 ,$23.00 ,$5.00 ,$29.00 ,5,0,0,0,0,0,0,0,11,1,6,9,,
2324,1972,Graduation,Together,"$77,044.00 ",0,1,10/27/13,54,46-55,12,0,$625.00 ,$38.00 ,$242.00 ,$50.00 ,$34.00 ,$76.00 ,2,0,0,1,0,0,0,1,7,11,11,4,,
2326,1990,Graduation,Married,"$18,929.00 ",0,0,2/16/13,36,36-45,15,0,$32.00 , $-   ,$8.00 ,$23.00 ,$4.00 ,$18.00 ,1,0,0,0,0,0,0,0,1,0,4,6,,
2337,1971,Graduation,Divorced,"$29,819.00 ",1,0,10/24/13,55,46-55,77,0,$9.00 ,$1.00 ,$24.00 ,$2.00 ,$1.00 ,$2.00 ,3,0,0,0,0,0,0,0,3,0,3,6,,
2345,1982,PhD,Together,"$70,038.00 ",0,0,10/25/13,44,36-45,54,0,$587.00 ,$54.00 ,$348.00 ,$71.00 ,$54.00 ,$130.00 ,1,0,0,0,0,0,0,0,4,4,8,2,,
2350,1972,Graduation,Married,"$59,666.00 ",1,1,3/22/13,54,46-55,87,0,$623.00 ,$53.00 ,$178.00 ,$23.00 ,$17.00 ,$133.00 ,7,0,0,0,1,0,0,1,3,2,8,8,,
2371,1972,Graduation,Married,"$33,622.00 ",1,1,4/13/13,54,46-55,22,0,$39.00 ,$1.00 ,$22.00 ,$3.00 ,$4.00 ,$12.00 ,3,0,0,0,0,0,0,0,2,0,4,7,,
2375,1972,Graduation,Together,"$30,261.00 ",1,2,9/25/12,54,46-55,75,0,$8.00 , $-   ,$5.00 , $-   ,$3.00 ,$6.00 ,1,0,0,0,0,0,0,0,0,0,3,8,,
2379,1953,Graduation,Single,"$69,267.00 ",0,0,9/22/12,73,56+,31,0,$778.00 ,$44.00 ,$499.00 ,$95.00 ,$73.00 ,$146.00 ,2,0,0,0,0,0,1,1,3,4,5,7,,
2387,1952,Master,Together,"$43,776.00 ",1,1,3/2/13,74,56+,9,0,$177.00 ,$2.00 ,$71.00 ,$3.00 ,$2.00 ,$20.00 ,6,0,0,0,0,0,1,1,5,2,4,8,,
2392,1972,Graduation,Married,"$40,321.00 ",1,1,7/29/13,54,46-55,59,0,$44.00 ,$4.00 ,$21.00 ,$6.00 , $-   ,$27.00 ,2,0,0,0,0,0,0,0,3,0,3,7,,
