"ID","Year_Birth","Education","Marital_Status","Income","Kidhome","Teenhome","Dt_Customer","Recency","Complain","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","NumDealsPurchases","AcceptedCmp1","AcceptedCmp2","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","Response","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","Income","Z_CostContact","Z_Revenue","Response_Total","Age","Age_Group"
2541,1976,Graduation,Married,,1,0,"09-06-2013",7,0,14,7,11,11,0,5,2,0,0,0,0,0,0,2,0,3,8," $24,027.00 ","","","0",50,"46-55"
2544,1951,Master,Divorced,,0,1,"12-10-2013",68,0,50,1,27,6,7,1,1,0,0,0,0,0,0,1,1,4,1," $57,530.00 ","","","0",75,"56+"
2546,1977,"2n Cycle",Single,,0,1,"06-22-2014",7,0,23,4,5,10,5,23,1,0,0,0,0,0,0,1,0,4,3," $31,878.00 ","","","0",49,"46-55"
2549,1983,PhD,Together,,1,0,"07-21-2013",80,0,17,0,9,0,0,1,1,0,0,0,0,0,0,1,0,3,9," $21,840.00 ","","","0",43,"36-45"
2552,1955,PhD,Single,,1,2,"10-22-2013",11,0,416,0,26,0,0,4,9,0,0,0,1,0,1,6,3,6,7," $55,521.00 ","","","2",71,"56+"
2557,1970,Master,Single,,1,0,"08-29-2013",52,0,7,1,6,3,1,11,1,0,0,1,0,0,0,1,1,2,4," $29,548.00 ","","","1",56,"56+"
2561,1966,Graduation,Single,,0,1,"11-11-2012",45,0,977,12,253,16,12,101,4,0,0,0,1,0,0,4,3,12,8," $63,810.00 ","","","1",60,"56+"
2563,1961,Basic,Married,,0,0,"06-15-2014",80,0,1,9,7,2,14,10,1,0,0,0,0,0,0,2,0,3,6," $28,249.00 ","","","0",65,"56+"
2564,1953,Graduation,Together,,0,1,"04-01-2014",87,0,111,3,28,2,6,15,2,0,0,0,0,0,0,3,1,4,6," $61,278.00 ","","","0",73,"56+"
2565,1955,Master,Divorced,,0,0,"01-06-2013",69,0,1016,12,215,16,12,63,1,0,0,0,1,0,0,4,5,10,3," $70,638.00 ","","","1",71,"56+"
2569,1987,Graduation,Married,,0,0,"10-10-2012",38,0,3,14,17,6,1,5,1,0,0,0,0,0,0,1,0,3,8," $17,323.00 ","","","0",39,"36-45"
2570,1968,Graduation,Together,,0,1,"07-23-2013",35,0,691,7,61,10,0,46,4,0,1,0,1,0,1,10,4,7,8," $56,534.00 ","","","3",58,"56+"
2574,1977,PhD,Married,,0,1,"01-31-2013",27,0,1050,12,144,0,0,24,3,1,1,0,1,0,1,6,4,8,5," $61,996.00 ","","","4",49,"46-55"
2579,1957,Graduation,Married,,0,1,"12-17-2013",95,0,495,33,255,11,33,8,4,0,0,0,0,0,0,6,7,9,4," $71,113.00 ","","","0",69,"56+"
2587,1972,PhD,Married,,1,0,"05-15-2014",21,0,14,0,6,0,0,0,2,0,0,0,0,0,0,2,0,3,5," $29,791.00 ","","","0",54,"46-55"
2589,1972,Graduation,Divorced,,1,0,"07-02-2014",65,0,25,3,16,8,5,2,2,0,0,0,0,0,0,2,1,3,6," $26,759.00 ","","","0",54,"46-55"
2591,1959,Graduation,Widow,,0,1,"06-22-2014",49,0,526,35,214,69,53,35,2,0,0,0,0,0,0,6,3,4,2," $76,320.00 ","","","0",67,"56+"
2607,1953,Graduation,Single,,0,1,"11-01-2013",78,0,424,17,118,7,23,41,6,0,0,0,0,0,0,8,2,8,8," $40,464.00 ","","","0",73,"56+"
2611,1959,Master,Together,,0,0,"01-08-2012",66,0,1206,55,445,168,18,18,1,0,0,0,0,1,0,2,4,12,1," $82,576.00 ","","","1",67,"56+"
2612,1987,Graduation,Married,,0,0,"12-24-2013",33,0,754,160,625,63,32,48,1,1,0,0,0,0,0,7,5,12,3," $75,794.00 ","","","1",39,"36-45"
2613,1960,Master,Married,,0,1,"03-04-2014",16,0,162,6,37,6,13,13,2,0,0,0,0,0,0,1,3,6,1," $54,197.00 ","","","0",66,"56+"
2620,1974,PhD,Married,,1,0,"04-13-2013",48,0,14,0,2,0,0,7,1,0,0,0,0,0,1,1,0,2,8," $34,596.00 ","","","1",52,"46-55"
2625,1954,"2n Cycle",Single,,0,1,"11-17-2013",30,0,156,29,56,30,32,47,2,0,0,0,0,0,0,3,2,7,3," $42,607.00 ","","","0",72,"56+"
2631,1982,Graduation,Together,,0,0,"08-05-2013",29,0,358,108,413,141,97,32,1,0,0,0,0,0,0,2,8,6,1," $71,853.00 ","","","0",44,"36-45"
2632,1954,Graduation,Married,,1,1,"06-18-2013",10,0,297,0,38,13,0,152,7,0,0,1,0,0,1,5,4,4,6," $50,501.00 ","","","2",72,"56+"
2634,1979,Master,Single,,1,0,"04-18-2014",10,0,5,7,31,15,4,7,3,0,0,0,0,0,1,2,1,3,6," $16,653.00 ","","","1",47,"46-55"
2639,1966,Graduation,Single,,1,1,"10-01-2014",45,0,19,5,12,10,3,19,3,0,0,0,0,0,0,3,1,2,6," $43,602.00 ","","","0",60,"56+"
2656,1971,Graduation,Divorced,,1,1,"02-21-2013",63,0,23,1,7,0,4,24,1,0,0,0,0,0,0,1,1,2,7," $40,851.00 ","","","0",55,"46-55"
2661,1964,Graduation,Single,,1,1,"04-06-2013",95,0,12,4,2,10,6,10,4,0,0,0,0,0,0,2,0,4,5," $18,701.00 ","","","0",62,"56+"
2666,1972,Master,Married,,0,1,"06-02-2014",21,0,519,50,167,130,0,41,1,0,0,0,1,0,0,8,3,11,3," $76,234.00 ","","","1",54,"46-55"
2669,1993,Graduation,Single,,0,0,"04-05-2014",66,0,375,152,335,93,91,81,1,0,0,0,0,0,0,5,4,6,2," $74,293.00 ","","","0",33,"26-35"
2674,1958,Master,Single,,0,1,"04-09-2012",79,0,543,10,205,160,143,82,1,0,0,0,0,0,1,6,3,6,3," $75,154.00 ","","","1",68,"56+"
2677,1956,Graduation,Together,,0,1,"03-31-2013",11,0,72,24,68,65,4,8,5,0,0,0,0,0,0,3,1,6,4," $46,097.00 ","","","0",70,"56+"
2678,1990,Graduation,Single,,1,0,"02-13-2013",62,0,52,12,50,4,36,55,3,0,0,0,0,0,0,5,0,3,9," $34,412.00 ","","","0",36,"36-45"
2681,1984,"2n Cycle",Married,,0,0,"01-08-2013",1,0,71,22,112,138,89,29,1,0,0,0,0,0,0,2,3,13,1," $65,370.00 ","","","0",42,"36-45"
2683,1969,Graduation,Married,,0,2,"02-02-2013",56,0,295,106,271,75,98,65,4,0,0,0,0,0,0,6,4,12,6," $52,413.00 ","","","0",57,"56+"
2686,1969,Basic,Together,,0,0,"10-21-2013",49,0,0,1,4,15,1,5,1,0,0,0,0,0,0,1,0,2,7," $22,390.00 ","","","0",57,"56+"
2694,1967,Graduation,Married,,0,1,"03-18-2014",44,0,21,0,3,0,0,0,1,0,0,0,0,0,0,1,0,3,6," $42,664.00 ","","","0",59,"56+"
2698,1976,Graduation,Single,,0,1,"07-11-2013",52,0,254,7,108,20,0,26,3,0,0,0,0,0,0,6,3,5,6," $47,025.00 ","","","0",50,"46-55"
2711,1976,Master,Together,,1,0,"06-27-2013",6,0,9,1,5,4,5,7,1,0,0,0,0,0,0,1,0,3,7," $30,560.00 ","","","0",50,"46-55"
2712,1956,Graduation,Married,,0,1,"12-25-2013",85,0,184,178,178,103,39,33,1,0,0,0,0,0,0,6,3,10,3," $71,866.00 ","","","0",70,"56+"
2715,1966,Master,Divorced,,1,1,"06-08-2012",11,0,70,3,37,4,2,64,4,0,0,0,0,0,1,3,2,2,9," $29,435.00 ","","","1",60,"56+"
2724,1981,Master,Single,,1,0,"03-30-2014",33,0,12,0,1,0,0,6,1,0,0,0,0,0,0,0,1,2,3," $36,143.00 ","","","0",45,"36-45"
2727,1973,Graduation,Together,,0,0,"04-12-2013",19,0,181,21,69,39,3,96,1,0,0,0,0,0,0,3,3,6,3," $57,100.00 ","","","0",53,"46-55"
2730,1955,Graduation,Single,,0,0,"08-20-2013",64,0,536,11,387,149,91,57,1,0,0,0,0,0,0,3,4,10,1," $80,317.00 ","","","0",71,"56+"
2736,1978,Graduation,Married,,0,1,"02-01-2013",88,0,366,124,156,71,78,54,2,0,0,0,0,0,0,5,5,11,2," $73,807.00 ","","","0",48,"46-55"
2740,1958,PhD,Widow,,1,1,"09-22-2013",81,0,62,1,16,3,2,6,4,0,0,0,0,0,0,2,1,4,5," $33,438.00 ","","","0",68,"56+"
2747,1988,PhD,Married,,0,0,"08-31-2012",90,0,864,134,768,150,38,172,1,0,0,0,0,0,0,4,10,5,3," $67,546.00 ","","","0",38,"36-45"
2781,1981,Graduation,Single,,0,0,"06-23-2014",55,0,1003,34,536,134,51,34,1,1,0,0,0,1,1,4,6,6,2," $72,066.00 ","","","3",45,"36-45"
2782,1961,PhD,Married,,0,1,"11-07-2013",23,0,352,0,27,10,0,15,3,0,0,0,0,0,0,6,1,7,6," $54,456.00 ","","","0",65,"56+"
2793,1976,PhD,Divorced,,0,1,"07-21-2013",10,0,532,88,168,69,44,133,3,0,0,0,0,0,0,7,3,13,5," $70,179.00 ","","","0",50,"46-55"
2795,1958,Master,Single,,2,1,"01-07-2013",0,0,5,0,3,0,0,5,1,0,0,0,0,0,0,1,0,2,7," $30,523.00 ","","","0",68,"56+"
2797,1977,Graduation,Married,,0,1,"08-20-2013",34,0,707,20,171,65,60,50,1,0,0,0,0,0,0,9,7,9,5," $72,117.00 ","","","0",49,"46-55"
2798,1977,PhD,Together,,0,0,"02-11-2012",54,0,763,29,138,76,176,58,0,1,0,0,1,1,1,7,9,10,4," $102,160.00 ","","","4",49,"46-55"
2802,1992,"2n Cycle",Married,,0,0,"12-15-2012",61,0,196,25,607,67,17,49,1,0,0,0,0,0,0,4,6,7,2," $87,000.00 ","","","0",34,"26-35"
2804,1975,Master,Single,,1,1,"08-18-2012",86,0,57,0,27,0,0,36,4,0,0,0,0,0,1,3,2,2,8," $46,098.00 ","","","1",51,"46-55"
2807,1969,Graduation,Married,,0,1,"02-16-2013",24,0,656,38,161,62,47,37,3,0,0,0,0,0,0,8,9,7,7," $56,796.00 ","","","0",57,"56+"
2811,1963,PhD,Single,,1,1,"12-04-2014",21,0,52,0,9,0,0,1,2,0,0,0,0,0,0,1,0,4,4," $48,918.00 ","","","0",63,"56+"
2814,1976,Master,Together,,1,0,"06-27-2013",6,0,9,1,5,4,5,7,1,0,0,0,0,0,0,1,0,3,7," $30,560.00 ","","","0",50,"46-55"
2815,1975,Graduation,Married,,1,0,"02-24-2014",46,0,7,5,39,17,15,37,2,0,0,0,0,0,0,4,0,3,7," $33,183.00 ","","","0",51,"46-55"
2826,1967,Graduation,Married,,2,1,"10-28-2013",28,0,25,0,8,2,0,2,2,0,0,0,0,0,0,2,0,3,7," $22,574.00 ","","","0",59,"56+"
2829,1955,Graduation,Married,,0,1,"10-03-2014",25,0,626,0,70,0,7,28,2,1,0,0,1,0,0,9,3,8,6," $65,210.00 ","","","2",71,"56+"
2831,1976,Graduation,Together,,0,1,"06-27-2014",99,0,453,38,279,188,38,183,2,0,0,0,0,0,0,7,7,10,3," $78,416.00 ","","","0",50,"46-55"
2836,1972,PhD,Married,,1,0,"09-16-2013",61,0,10,1,7,0,0,1,1,0,0,0,0,0,0,1,0,2,8," $43,269.00 ","","","0",54,"46-55"
2849,1979,Graduation,Single,,0,1,"01-04-2013",25,0,265,199,303,234,9,170,7,0,0,0,0,0,0,10,2,12,7," $60,474.00 ","","","0",47,"46-55"
2853,1980,Graduation,Single,,1,0,"11-03-2014",74,0,60,51,87,6,20,51,2,0,0,0,0,0,0,4,2,4,5," $51,766.00 ","","","0",46,"46-55"
2861,1983,Graduation,Single,,1,0,"04-16-2013",79,0,9,1,6,3,0,4,1,0,0,0,0,0,0,1,0,2,8," $24,072.00 ","","","0",43,"36-45"
2863,1970,Graduation,Single,,1,2,"08-23-2013",67,0,738,20,172,52,50,20,6,1,0,0,1,0,0,2,3,10,7,"","","","2",56,"56+"
2868,1949,PhD,Single,,1,1,"08-04-2013",33,0,20,1,28,3,3,2,3,0,0,0,0,0,1,2,0,3,8," $26,518.00 ","","","1",77,"56+"
2870,1973,Graduation,Married,,0,1,"09-21-2012",6,0,376,0,38,11,8,69,5,0,0,0,0,0,0,6,3,6,6," $49,094.00 ","","","0",53,"46-55"
2874,1988,"2n Cycle",Divorced,,1,0,"07-03-2013",20,0,6,4,7,4,3,8,1,0,0,0,0,0,0,1,0,3,7," $35,388.00 ","","","0",38,"36-45"
2875,1978,Graduation,Married,,0,0,"04-03-2014",93,1,444,44,382,11,8,17,1,0,0,0,0,0,0,3,7,13,2," $67,023.00 ","","","0",48,"46-55"
2877,1974,Master,Together,,1,1,"01-21-2013",21,0,410,0,59,19,9,44,10,0,0,0,0,0,0,7,1,8,7," $46,014.00 ","","","0",52,"46-55"
2878,1947,PhD,Married,,0,1,"09-28-2013",93,0,162,31,127,8,17,69,2,0,0,0,0,0,0,4,2,7,3," $67,472.00 ","","","0",79,"56+"
2882,1975,"2n Cycle",Divorced,,0,1,"01-10-2012",31,0,711,28,142,49,18,47,2,0,0,0,0,0,0,3,2,9,8," $67,893.00 ","","","0",51,"46-55"
2886,1971,Master,Divorced,,0,1,"12-08-2013",70,0,1121,0,72,0,12,12,4,1,0,0,1,0,0,10,8,10,6," $74,290.00 ","","","2",55,"46-55"
2891,1963,Graduation,Divorced,,0,1,"10-18-2013",51,0,595,23,123,10,23,154,2,0,0,0,0,0,0,8,9,4,6," $68,118.00 ","","","0",63,"56+"
2894,1985,Graduation,Single,,0,0,"10-29-2013",74,0,1067,138,750,0,19,39,1,1,0,0,1,1,1,7,5,8,4," $72,903.00 ","","","4",41,"36-45"
2895,1963,Graduation,Single,,0,1,"10-23-2013",79,0,104,1,54,13,9,14,2,0,0,0,0,0,0,3,1,5,5," $49,980.00 ","","","0",63,"56+"
2902,1958,Graduation,Together,,1,1,"03-09-2012",87,0,19,4,12,2,2,6,1,0,0,0,0,0,0,1,0,3,5,"","","","0",68,"56+"
2909,1974,PhD,Married,,0,1,"02-19-2014",89,0,934,24,230,16,24,36,2,0,0,0,1,1,0,8,4,6,3," $78,128.00 ","","","2",52,"46-55"
2918,1981,Graduation,Divorced,,1,1,"04-13-2013",72,0,44,5,19,0,4,19,3,0,0,0,0,0,0,2,0,4,5," $28,510.00 ","","","0",45,"36-45"
2920,1975,PhD,Single,,0,1,"01-12-2012",63,0,789,0,142,12,9,38,2,0,0,0,0,0,0,2,4,8,8," $52,614.00 ","","","0",51,"46-55"
2926,1952,Master,Together,,0,1,"08-23-2012",62,0,1241,0,80,0,13,40,3,0,1,0,1,0,0,3,6,11,8," $55,951.00 ","","","2",74,"56+"
2928,1975,PhD,Single,,0,1,"01-12-2012",63,0,789,0,142,12,9,38,2,0,0,0,0,0,0,2,4,8,8," $52,614.00 ","","","0",51,"46-55"
2929,1976,Graduation,Single,,0,0,"02-20-2013",27,0,18,42,24,15,20,18,1,0,0,0,0,0,0,2,1,4,7," $20,180.00 ","","","0",50,"46-55"
2930,1978,Master,Single,,0,0,"12-16-2013",7,0,852,60,207,78,36,48,2,0,0,0,0,0,0,2,6,10,5," $68,092.00 ","","","0",48,"46-55"
2931,1978,Graduation,Divorced,,0,0,"09-21-2012",95,0,737,21,106,55,63,210,0,1,0,0,0,0,0,6,7,9,3," $71,847.00 ","","","1",48,"46-55"
2936,1982,Master,Together,,1,0,"04-12-2013",46,0,18,0,4,0,0,1,1,0,0,0,0,0,0,1,0,3,7," $23,661.00 ","","","0",44,"36-45"
2937,1974,PhD,Single,,0,1,"08-28-2013",47,0,614,16,132,43,33,33,3,0,0,0,0,0,0,8,5,9,6," $68,352.00 ","","","0",52,"46-55"
2939,1970,Master,Together,,0,0,"06-22-2014",96,0,751,127,687,20,15,31,1,0,0,0,0,0,0,4,6,4,2," $79,419.00 ","","","0",56,"56+"
2942,1964,Graduation,Single,,0,1,"07-05-2013",20,0,305,3,27,4,3,144,2,0,0,1,0,0,0,5,4,4,5," $45,906.00 ","","","1",62,"56+"
2945,1955,PhD,Together,,1,1,"04-13-2014",25,0,38,0,2,0,0,6,1,0,1,1,0,0,0,1,0,3,7," $46,015.00 ","","","2",71,"56+"
2948,1954,Master,Divorced,,0,1,"01-03-2014",76,0,104,12,48,4,12,5,1,0,0,0,0,0,0,2,2,5,2," $62,637.00 ","","","0",72,"56+"
2952,1977,Master,Single,,1,0,"04-16-2014",80,0,29,3,30,3,2,9,2,0,0,0,0,0,0,3,0,3,6," $36,273.00 ","","","0",49,"46-55"
2958,1978,Graduation,Married,,2,0,"02-24-2014",53,0,19,3,10,11,8,6,3,0,0,0,0,0,0,2,1,4,4," $28,442.00 ","","","0",48,"46-55"
2961,1982,Graduation,Married,,1,0,"02-26-2013",86,0,175,10,110,54,6,27,2,0,0,1,0,0,0,6,3,4,6," $42,081.00 ","","","1",44,"36-45"
2963,1979,Graduation,Together,,0,0,"02-05-2014",56,0,709,93,374,104,80,80,1,0,0,0,0,0,0,8,6,6,3," $75,507.00 ","","","0",47,"46-55"
2964,1981,Graduation,Married,,0,0,"10-16-2013",0,0,3,10,8,3,16,32,1,0,0,0,0,0,0,1,1,2,6," $26,872.00 ","","","0",45,"36-45"
2968,1943,PhD,Divorced,,0,0,"01-02-2013",53,0,437,8,206,160,49,42,2,0,0,1,0,0,1,7,10,5,6," $48,948.00 ","","","2",83,"56+"
2975,1976,Graduation,Together,,0,1,"12-11-2012",89,0,717,42,864,219,30,84,2,1,0,0,0,0,0,6,7,9,3," $85,606.00 ","","","1",50,"46-55"
2980,1952,Master,Single,,1,1,"03-22-2013",52,0,12,0,13,4,2,4,4,0,0,0,0,0,0,3,0,3,8," $8,820.00 ","","","0",74,"56+"
2986,1976,Graduation,Married,,1,1,"12-03-2014",89,0,7,2,4,2,1,4,1,0,0,0,0,0,0,1,0,2,6," $30,772.00 ","","","0",50,"46-55"
2995,1957,Master,Together,,0,0,"08-17-2013",64,0,291,10,689,84,10,0,1,0,0,0,0,0,0,3,4,9,1," $66,636.00 ","","","0",69,"56+"
3005,1992,Graduation,Single,,0,0,"01-05-2014",7,0,530,117,678,134,44,147,1,1,0,1,0,0,1,4,10,8,1," $83,528.00 ","","","3",34,"26-35"
3006,1976,Graduation,Divorced,,1,0,"04-22-2013",83,0,17,0,14,7,3,2,1,0,0,0,0,0,0,1,0,3,7," $30,992.00 ","","","0",50,"46-55"
3007,1966,Graduation,Together,,1,1,"04-10-2012",49,0,27,2,10,0,0,1,2,0,0,0,0,0,0,1,0,3,8," $37,758.00 ","","","0",60,"56+"
3009,1962,PhD,Widow,,0,0,"09-07-2013",8,0,1462,16,128,0,0,160,1,0,1,0,1,1,1,5,3,6,6," $71,670.00 ","","","4",64,"56+"
3010,1989,Master,Together,,0,0,"02-05-2014",87,0,957,153,612,99,95,153,1,1,0,1,0,1,0,4,7,8,1," $88,420.00 ","","","3",37,"36-45"
3011,1965,Graduation,Married,,0,1,"01-27-2014",23,0,86,12,75,33,15,6,1,0,0,0,0,0,0,4,1,5,4," $69,139.00 ","","","0",61,"56+"
3025,1958,Graduation,Single,,0,1,"08-07-2013",4,0,212,6,69,4,12,3,3,0,0,0,0,0,0,6,1,5,7," $49,967.00 ","","","0",68,"56+"
3032,1984,Graduation,Married,,1,0,"02-27-2013",97,0,28,34,62,11,14,44,3,0,0,0,0,0,0,4,0,4,9," $24,570.00 ","","","0",42,"36-45"
3033,1963,Master,Together,,0,0,"11-05-2013",56,0,112,17,44,34,22,89,1,0,0,0,0,0,0,2,5,3,3," $38,620.00 ","","","0",63,"56+"
3037,1983,PhD,Married,,0,0,"06-20-2013",32,0,135,46,92,65,61,11,2,0,0,0,0,0,0,5,2,7,5," $50,150.00 ","","","0",43,"36-45"
3050,1966,Graduation,Married,,1,1,"12-17-2013",13,0,185,0,28,3,2,17,6,0,0,0,0,0,0,3,1,6,4," $54,198.00 ","","","0",60,"56+"
3056,1978,Graduation,Divorced,,0,1,"10-14-2013",63,0,587,43,337,42,87,54,3,0,0,0,0,0,0,11,6,9,6," $63,693.00 ","","","0",48,"46-55"
3066,1975,PhD,Together,,0,1,"04-02-2014",2,0,167,0,43,6,2,13,2,0,0,0,0,0,0,4,2,4,5," $61,905.00 ","","","0",51,"46-55"
3068,1990,Graduation,Married,,0,0,"10-29-2013",1,0,1,12,9,0,14,7,1,0,0,0,0,0,0,2,0,3,7," $18,351.00 ","","","0",36,"36-45"
3074,1984,PhD,Married,,0,0,"10-15-2012",66,0,1218,107,304,23,143,33,1,0,0,0,0,0,1,5,8,4,6," $70,643.00 ","","","1",42,"36-45"
3075,1972,PhD,Married,,0,0,"11-09-2013",47,0,130,30,168,20,34,0,1,0,0,0,0,0,0,3,4,7,1," $59,973.00 ","","","0",54,"46-55"
3076,1975,Graduation,Together,,1,1,"07-09-2012",18,0,452,18,102,16,18,6,4,0,0,0,0,0,0,4,2,12,3," $66,653.00 ","","","0",51,"46-55"
3081,1978,PhD,Married,,1,0,"04-22-2013",65,0,7,2,6,2,0,3,1,0,0,0,0,0,0,1,0,2,7," $41,014.00 ","","","0",48,"46-55"
3083,1974,Graduation,Married,,1,1,"07-26-2013",88,0,215,13,87,17,17,24,5,0,0,0,0,0,0,6,2,5,7," $45,837.00 ","","","0",52,"46-55"
3091,1981,"2n Cycle",Together,,1,0,"02-05-2014",27,0,340,21,134,258,14,56,1,0,0,0,0,0,0,7,5,8,4," $75,774.00 ","","","0",45,"36-45"
3099,1970,Graduation,Divorced,,1,1,"02-25-2013",48,0,183,5,65,3,5,49,5,0,0,0,0,0,0,5,2,4,9," $44,267.00 ","","","0",56,"56+"
3102,1981,"2n Cycle",Together,,1,0,"10-16-2013",32,0,2,3,12,3,5,7,1,0,0,0,0,0,0,1,0,3,8," $19,414.00 ","","","0",45,"36-45"
3104,1961,Graduation,Single,,0,0,"09-17-2012",89,0,830,59,968,51,79,19,1,0,0,0,0,1,1,5,3,12,2," $82,332.00 ","","","2",65,"56+"
3107,1976,Graduation,Together,,0,1,"02-05-2014",31,0,121,24,124,24,15,42,1,0,0,0,0,0,0,4,1,7,2," $71,322.00 ","","","0",50,"46-55"
3112,1977,Master,Married,,1,0,"05-09-2013",2,0,2,4,9,0,4,5,1,0,0,0,0,0,0,1,0,3,5," $22,701.00 ","","","0",49,"46-55"
3117,1955,Graduation,Single,,0,1,"10-18-2013",95,0,264,0,21,12,6,147,3,0,0,0,0,0,0,6,1,5,7,"","","","0",71,"56+"
3120,1981,Graduation,Together,,1,0,"08-28-2013",49,1,6,1,10,0,1,4,1,0,0,0,0,0,0,1,0,2,8," $38,547.00 ","","","0",45,"36-45"
3129,1983,Graduation,Married,,1,0,"05-22-2014",30,0,5,3,11,12,5,9,1,0,0,0,0,0,0,2,0,3,6," $30,096.00 ","","","0",43,"36-45"
3130,1964,Graduation,Single,,1,1,"04-06-2013",95,0,12,4,2,10,6,10,4,0,0,0,0,0,0,2,0,4,5," $18,701.00 ","","","0",62,"56+"
3136,1962,Master,Divorced,,0,1,"04-13-2013",88,0,317,25,265,25,19,12,3,0,0,0,0,0,0,5,3,11,5," $59,432.00 ","","","0",64,"56+"
3138,1956,Graduation,Single,,0,0,"10-20-2012",84,0,1324,27,119,71,108,27,0,1,1,0,1,1,1,7,9,6,4," $91,249.00 ","","","5",70,"56+"
3139,1982,"2n Cycle",Single,,0,0,"12-30-2013",53,0,871,111,704,145,55,166,1,0,0,0,1,0,0,4,4,10,2," $74,116.00 ","","","1",44,"36-45"
3152,1957,Graduation,Together,,1,1,"02-25-2014",84,0,15,10,19,8,17,20,3,0,0,0,0,0,0,2,1,3,5," $26,091.00 ","","","0",69,"56+"
3153,1957,PhD,Single,,2,1,"08-12-2013",24,0,11,0,4,0,0,2,1,0,0,0,0,0,0,1,0,2,8," $40,737.00 ","","","0",69,"56+"
3158,1973,Graduation,Married,,1,0,"03-01-2013",1,0,13,3,6,6,5,6,1,0,0,0,0,0,0,1,0,3,8," $32,300.00 ","","","0",53,"46-55"
3170,1957,Master,Together,,0,0,"08-31-2013",86,0,389,66,408,37,57,85,1,0,0,0,0,0,0,4,4,6,2," $68,148.00 ","","","0",69,"56+"
3174,1959,Graduation,Together,,0,1,"05-22-2013",61,0,1492,38,287,50,57,33,1,1,1,0,1,1,1,5,10,4,6," $87,771.00 ","","","5",67,"56+"
3179,1980,Graduation,Single,,0,0,"06-16-2013",75,0,249,153,940,58,134,38,0,0,0,0,0,0,0,6,6,7,2," $81,741.00 ","","","0",46,"46-55"
3182,1973,PhD,Single,,1,1,"03-31-2014",81,0,96,1,79,7,1,79,6,0,0,1,0,0,1,5,1,3,8," $46,854.00 ","","","2",53,"46-55"
3194,1974,PhD,Single,,0,0,"05-04-2014",86,0,412,12,546,78,182,0,1,0,0,0,0,0,0,4,4,10,1," $71,466.00 ","","","0",52,"46-55"
3197,1980,Graduation,Married,,0,1,"12-16-2013",38,0,275,59,107,69,101,59,2,0,0,0,0,0,0,6,4,8,4," $77,353.00 ","","","0",46,"46-55"
3202,1987,PhD,Married,,0,0,"01-10-2012",60,0,1166,0,48,0,0,36,1,0,0,0,1,1,0,4,4,10,8," $51,563.00 ","","","2",39,"36-45"
3220,1983,Graduation,Married,,1,0,"02-14-2013",30,0,29,12,59,19,1,36,2,0,0,0,0,0,0,3,0,4,8," $39,922.00 ","","","0",43,"36-45"
3225,1984,Master,Married,,1,0,"01-04-2013",71,0,116,11,72,3,17,46,4,0,0,1,0,0,1,4,1,5,6," $42,207.00 ","","","2",42,"36-45"
3231,1973,Graduation,Married,,1,0,"11-25-2013",97,0,5,4,10,2,2,7,1,0,0,0,0,0,0,1,0,3,8," $37,971.00 ","","","0",53,"46-55"
3233,1965,PhD,Married,,0,1,"03-23-2013",89,0,562,21,464,28,10,32,3,0,0,0,0,0,0,7,8,11,5," $62,745.00 ","","","0",61,"56+"
3254,1971,Graduation,Married,,1,0,"10-14-2013",65,0,407,70,239,103,88,53,1,0,0,0,0,0,0,5,4,4,2," $70,886.00 ","","","0",55,"46-55"
3262,1958,Graduation,Single,,0,0,"07-08-2012",31,0,995,112,417,42,48,41,1,0,0,0,0,0,1,2,9,13,5," $68,281.00 ","","","1",68,"56+"
3265,1959,Graduation,Married,,0,0,"03-19-2013",36,0,21,1,9,7,3,5,1,0,0,0,0,0,0,1,0,3,6," $35,701.00 ","","","0",67,"56+"
3266,1964,Graduation,Married,,0,0,"04-23-2014",96,0,14,36,11,3,26,35,1,0,0,0,0,0,0,1,1,4,2," $42,523.00 ","","","0",62,"56+"
3267,1963,Master,Together,,0,1,"06-25-2014",27,0,527,0,21,0,0,60,3,0,0,0,1,0,0,8,1,8,6," $57,288.00 ","","","1",63,"56+"
3270,1978,"2n Cycle",Together,,1,0,"01-17-2013",96,0,12,23,38,30,18,7,4,0,0,0,0,0,0,3,1,3,9," $17,117.00 ","","","0",48,"46-55"
3276,1976,"2n Cycle",Together,,1,0,"10-25-2013",53,0,11,12,35,3,5,12,1,0,0,0,0,0,0,3,0,3,7," $36,301.00 ","","","0",50,"46-55"
3277,1955,Graduation,Divorced,,0,1,"03-08-2012",9,0,219,3,100,26,0,17,2,0,0,0,0,0,0,7,1,5,8," $49,431.00 ","","","0",71,"56+"
3281,1960,PhD,Married,,1,1,"03-11-2013",69,0,206,10,67,30,27,71,6,0,0,0,0,0,0,4,1,8,6," $49,154.00 ","","","0",66,"56+"
3283,1972,"2n Cycle",Married,,0,1,"01-19-2014",57,0,200,193,100,46,185,185,2,0,0,0,0,0,0,6,2,12,3," $70,932.00 ","","","0",54,"46-55"
3286,1967,PhD,Divorced,,1,0,"01-03-2014",71,0,13,2,15,2,2,8,2,0,0,0,0,0,0,2,0,3,6," $26,642.00 ","","","0",59,"56+"
